O*NET-SOC Code,Title,Element ID,Element Name,Importance,Importance_SE,Importance_LowerCI,Importance_UpperCI,Level,Level_SE,Level_LowerCI,Level_UpperCI,SkillScore
21-2021.00,"Directors, Religious Activities and Education",2.A.1.c,Writing,3.25,0.1637,2.9292,3.5708,3.88,0.125,3.63,4.12,36.0
21-2021.00,"Directors, Religious Activities and Education",2.A.1.d,Speaking,4.12,0.125,3.88,4.37,4.0,0.0,4.0,4.0,47.1
21-2021.00,"Directors, Religious Activities and Education",2.A.1.e,Mathematics,2.12,0.125,1.88,2.37,2.5,0.189,2.1296,2.8704,15.1
21-2021.00,"Directors, Religious Activities and Education",2.A.1.f,Science,1.38,0.183,1.0164,1.7336,0.38,0.183,0.0164,0.7336,1.5
21-2021.00,"Directors, Religious Activities and Education",2.A.2.a,Critical Thinking,3.88,0.125,3.63,4.12,4.0,0.0,4.0,4.0,44.3
21-2021.00,"Directors, Religious Activities and Education",2.A.2.b,Active Learning,3.88,0.125,3.63,4.12,3.88,0.125,3.63,4.12,43.0
21-2021.00,"Directors, Religious Activities and Education",2.A.2.c,Learning Strategies,3.75,0.1637,3.4292,4.0708,3.88,0.2266,3.4309,4.3191,41.6
21-2021.00,"Directors, Religious Activities and Education",2.A.2.d,Monitoring,3.12,0.125,2.88,3.37,3.75,0.1637,3.4292,4.0708,33.4
23-1011.00,Lawyers,2.A.1.a,Reading Comprehension,4.5,0.189,4.1296,4.8704,4.88,0.125,4.63,5.12,62.7
23-1011.00,Lawyers,2.A.1.b,Active Listening,4.5,0.189,4.1296,4.8704,5.0,0.189,4.6296,5.3704,64.3
23-1011.00,Lawyers,2.A.1.c,Writing,4.25,0.1637,3.9292,4.5708,4.88,0.125,4.63,5.12,59.3
23-1011.00,Lawyers,2.A.1.d,Speaking,4.62,0.183,4.2664,4.9836,4.88,0.125,4.63,5.12,64.4
23-1011.00,Lawyers,2.A.1.e,Mathematics,2.0,0.0,2.0,2.0,2.12,0.125,1.88,2.37,12.1
23-1011.00,Lawyers,2.A.1.f,Science,1.5,0.189,1.1296,1.8704,0.5,0.189,0.1296,0.8704,2.1
23-1011.00,Lawyers,2.A.2.a,Critical Thinking,4.5,0.189,4.1296,4.8704,5.0,0.189,4.6296,5.3704,64.3
23-1011.00,Lawyers,2.A.2.b,Active Learning,3.75,0.1637,3.4292,4.0708,4.12,0.2266,3.6809,4.5691,44.1
23-1011.00,Lawyers,2.A.2.c,Learning Strategies,3.12,0.125,2.88,3.37,3.12,0.125,2.88,3.37,27.8
23-1011.00,Lawyers,2.A.2.d,Monitoring,3.38,0.183,3.0164,3.7336,3.75,0.1637,3.4292,4.0708,36.2
23-1012.00,Judicial Law Clerks,2.A.1.a,Reading Comprehension,4.5,0.189,4.1296,4.8704,4.88,0.125,4.63,5.12,62.7
23-1012.00,Judicial Law Clerks,2.A.1.b,Active Listening,4.25,0.1637,3.9292,4.5708,4.25,0.1637,3.9292,4.5708,51.6
23-1012.00,Judicial Law Clerks,2.A.1.c,Writing,4.12,0.125,3.88,4.37,4.38,0.183,4.0164,4.7336,51.6
23-1012.00,Judicial Law Clerks,2.A.1.d,Speaking,4.0,0.189,3.6296,4.3704,4.25,0.1637,3.9292,4.5708,48.6
23-1012.00,Judicial Law Clerks,2.A.1.e,Mathematics,1.88,0.125,1.63,2.12,1.75,0.3134,1.1358,2.3642,9.4
23-1012.00,Judicial Law Clerks,2.A.1.f,Science,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
23-1012.00,Judicial Law Clerks,2.A.2.a,Critical Thinking,4.25,0.1637,3.9292,4.5708,4.62,0.2631,4.1094,5.1406,56.1
23-1012.00,Judicial Law Clerks,2.A.2.b,Active Learning,3.75,0.1637,3.4292,4.0708,4.12,0.125,3.88,4.37,44.1
23-1012.00,Judicial Law Clerks,2.A.2.c,Learning Strategies,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
23-1012.00,Judicial Law Clerks,2.A.2.d,Monitoring,3.0,0.189,2.6296,3.3704,3.25,0.1637,2.9292,3.5708,27.9
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",2.A.1.a,Reading Comprehension,4.5,0.189,4.1296,4.8704,5.0,0.189,4.6296,5.3704,64.3
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",2.A.1.b,Active Listening,4.5,0.189,4.1296,4.8704,5.75,0.1637,5.4292,6.0708,73.9
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",2.A.1.c,Writing,4.25,0.1637,3.9292,4.5708,5.12,0.125,4.88,5.37,62.2
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",2.A.1.d,Speaking,4.12,0.125,3.88,4.37,5.0,0.189,4.6296,5.3704,58.9
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",2.A.1.e,Mathematics,2.12,0.125,1.88,2.37,2.25,0.1637,1.9292,2.5708,13.6
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",2.A.1.f,Science,1.38,0.183,1.0164,1.7336,0.38,0.183,0.0164,0.7336,1.5
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",2.A.2.a,Critical Thinking,4.5,0.189,4.1296,4.8704,5.25,0.25,4.76,5.74,67.5
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",2.A.2.b,Active Learning,4.0,0.0,4.0,4.0,4.25,0.1637,3.9292,4.5708,48.6
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",2.A.2.c,Learning Strategies,3.0,0.0,3.0,3.0,2.88,0.125,2.63,3.12,24.7
23-1021.00,"Administrative Law Judges, Adjudicators, and Hearing Officers",2.A.2.d,Monitoring,3.88,0.125,3.63,4.12,4.0,0.0,4.0,4.0,44.3
23-1022.00,"Arbitrators, Mediators, and Conciliators",2.A.1.a,Reading Comprehension,4.12,0.2266,3.6809,4.5691,4.38,0.183,4.0164,4.7336,51.6
23-1022.00,"Arbitrators, Mediators, and Conciliators",2.A.1.b,Active Listening,4.38,0.183,4.0164,4.7336,4.75,0.1637,4.4292,5.0708,59.4
23-1022.00,"Arbitrators, Mediators, and Conciliators",2.A.1.c,Writing,4.25,0.1637,3.9292,4.5708,4.5,0.189,4.1296,4.8704,54.6
23-1022.00,"Arbitrators, Mediators, and Conciliators",2.A.1.d,Speaking,4.12,0.125,3.88,4.37,4.88,0.125,4.63,5.12,57.4
23-1022.00,"Arbitrators, Mediators, and Conciliators",2.A.1.e,Mathematics,2.12,0.125,1.88,2.37,2.12,0.125,1.88,2.37,12.8
23-1022.00,"Arbitrators, Mediators, and Conciliators",2.A.1.f,Science,1.25,0.1637,1.0,1.5708,0.25,0.1637,0.0,0.5708,0.9
23-1022.00,"Arbitrators, Mediators, and Conciliators",2.A.2.a,Critical Thinking,4.0,0.0,4.0,4.0,4.75,0.1637,4.4292,5.0708,54.3
23-1022.00,"Arbitrators, Mediators, and Conciliators",2.A.2.b,Active Learning,3.88,0.125,3.63,4.12,4.0,0.0,4.0,4.0,44.3
23-1022.00,"Arbitrators, Mediators, and Conciliators",2.A.2.c,Learning Strategies,2.88,0.125,2.63,3.12,2.88,0.125,2.63,3.12,23.7
23-1022.00,"Arbitrators, Mediators, and Conciliators",2.A.2.d,Monitoring,2.88,0.125,2.63,3.12,3.38,0.2631,2.8594,3.8906,27.8
23-1023.00,"Judges, Magistrate Judges, and Magistrates",2.A.1.a,Reading Comprehension,4.25,0.1637,3.9292,4.5708,4.75,0.1637,4.4292,5.0708,57.7
23-1023.00,"Judges, Magistrate Judges, and Magistrates",2.A.1.b,Active Listening,5.0,0.0,5.0,5.0,5.88,0.125,5.63,6.12,84.0
23-1023.00,"Judges, Magistrate Judges, and Magistrates",2.A.1.c,Writing,4.12,0.125,3.88,4.37,4.88,0.125,4.63,5.12,57.4
23-1023.00,"Judges, Magistrate Judges, and Magistrates",2.A.1.d,Speaking,4.12,0.125,3.88,4.37,4.88,0.125,4.63,5.12,57.4
23-1023.00,"Judges, Magistrate Judges, and Magistrates",2.A.1.e,Mathematics,2.12,0.125,1.88,2.37,2.12,0.125,1.88,2.37,12.8
23-1023.00,"Judges, Magistrate Judges, and Magistrates",2.A.1.f,Science,1.75,0.1637,1.4292,2.0708,1.38,0.3239,0.7402,2.0098,6.9
23-1023.00,"Judges, Magistrate Judges, and Magistrates",2.A.2.a,Critical Thinking,4.88,0.125,4.63,5.0,5.75,0.1637,5.4292,6.0708,80.2
23-1023.00,"Judges, Magistrate Judges, and Magistrates",2.A.2.b,Active Learning,4.0,0.0,4.0,4.0,4.62,0.183,4.2664,4.9836,52.8
23-1023.00,"Judges, Magistrate Judges, and Magistrates",2.A.2.c,Learning Strategies,2.75,0.1637,2.4292,3.0708,2.88,0.2266,2.4309,3.3191,22.6
23-1023.00,"Judges, Magistrate Judges, and Magistrates",2.A.2.d,Monitoring,3.88,0.125,3.63,4.12,4.12,0.125,3.88,4.37,45.7
23-2011.00,Paralegals and Legal Assistants,2.A.1.a,Reading Comprehension,3.88,0.125,3.63,4.12,4.0,0.0,4.0,4.0,44.3
23-2011.00,Paralegals and Legal Assistants,2.A.1.b,Active Listening,3.88,0.125,3.63,4.12,4.0,0.0,4.0,4.0,44.3
23-2011.00,Paralegals and Legal Assistants,2.A.1.c,Writing,4.0,0.189,3.6296,4.3704,3.88,0.125,3.63,4.12,44.3
23-2011.00,Paralegals and Legal Assistants,2.A.1.d,Speaking,3.62,0.183,3.2664,3.9836,4.0,0.0,4.0,4.0,41.4
23-2011.00,Paralegals and Legal Assistants,2.A.1.e,Mathematics,2.0,0.0,2.0,2.0,1.75,0.1637,1.4292,2.0708,10.0
23-2011.00,Paralegals and Legal Assistants,2.A.1.f,Science,1.38,0.183,1.0164,1.7336,0.5,0.2673,0.0,1.0238,2.0
23-2011.00,Paralegals and Legal Assistants,2.A.2.a,Critical Thinking,3.25,0.1637,2.9292,3.5708,3.62,0.183,3.2664,3.9836,33.6
23-2011.00,Paralegals and Legal Assistants,2.A.2.b,Active Learning,3.0,0.0,3.0,3.0,3.12,0.125,2.88,3.37,26.7
23-2011.00,Paralegals and Legal Assistants,2.A.2.c,Learning Strategies,2.25,0.1637,1.9292,2.5708,2.25,0.1637,1.9292,2.5708,14.5
23-2011.00,Paralegals and Legal Assistants,2.A.2.d,Monitoring,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
23-2093.00,"Title Examiners, Abstractors, and Searchers",2.A.1.a,Reading Comprehension,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,45.7
23-2093.00,"Title Examiners, Abstractors, and Searchers",2.A.1.b,Active Listening,3.75,0.1637,3.4292,4.0708,3.75,0.1637,3.4292,4.0708,40.2
23-2093.00,"Title Examiners, Abstractors, and Searchers",2.A.1.c,Writing,3.25,0.1637,2.9292,3.5708,3.62,0.183,3.2664,3.9836,33.6
23-2093.00,"Title Examiners, Abstractors, and Searchers",2.A.1.d,Speaking,3.62,0.183,3.2664,3.9836,3.62,0.183,3.2664,3.9836,37.4
23-2093.00,"Title Examiners, Abstractors, and Searchers",2.A.1.e,Mathematics,2.12,0.125,1.88,2.37,2.25,0.1637,1.9292,2.5708,13.6
23-2093.00,"Title Examiners, Abstractors, and Searchers",2.A.1.f,Science,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
23-2093.00,"Title Examiners, Abstractors, and Searchers",2.A.2.a,Critical Thinking,3.62,0.183,3.2664,3.9836,3.62,0.183,3.2664,3.9836,37.4
23-2093.00,"Title Examiners, Abstractors, and Searchers",2.A.2.b,Active Learning,2.88,0.125,2.63,3.12,3.0,0.0,3.0,3.0,24.7
23-2093.00,"Title Examiners, Abstractors, and Searchers",2.A.2.c,Learning Strategies,2.38,0.183,2.0164,2.7336,2.38,0.2631,1.8594,2.8906,16.2
23-2093.00,"Title Examiners, Abstractors, and Searchers",2.A.2.d,Monitoring,3.0,0.0,3.0,3.0,3.0,0.0,3.0,3.0,25.7
25-1011.00,"Business Teachers, Postsecondary",2.A.1.a,Reading Comprehension,4.0,0.0,4.0,4.0,5.0,0.0,5.0,5.0,57.1
25-1011.00,"Business Teachers, Postsecondary",2.A.1.b,Active Listening,4.0,0.0,4.0,4.0,4.12,0.125,3.88,4.37,47.1
25-1011.00,"Business Teachers, Postsecondary",2.A.1.c,Writing,4.0,0.0,4.0,4.0,5.0,0.0,5.0,5.0,57.1
25-1011.00,"Business Teachers, Postsecondary",2.A.1.d,Speaking,4.25,0.1637,3.9292,4.5708,4.88,0.125,4.63,5.12,59.3
25-1011.00,"Business Teachers, Postsecondary",2.A.1.e,Mathematics,3.0,0.0,3.0,3.0,3.25,0.1637,2.9292,3.5708,27.9
25-1011.00,"Business Teachers, Postsecondary",2.A.1.f,Science,1.88,0.125,1.63,2.12,1.38,0.2631,0.8594,1.8906,7.4
25-1011.00,"Business Teachers, Postsecondary",2.A.2.a,Critical Thinking,3.88,0.125,3.63,4.12,4.38,0.183,4.0164,4.7336,48.6
25-1011.00,"Business Teachers, Postsecondary",2.A.2.b,Active Learning,3.88,0.125,3.63,4.12,4.38,0.183,4.0164,4.7336,48.6
25-1011.00,"Business Teachers, Postsecondary",2.A.2.c,Learning Strategies,4.0,0.189,3.6296,4.3704,4.75,0.25,4.26,5.24,54.3
25-1011.00,"Business Teachers, Postsecondary",2.A.2.d,Monitoring,3.62,0.183,3.2664,3.9836,4.0,0.0,4.0,4.0,41.4
25-1021.00,"Computer Science Teachers, Postsecondary",2.A.1.a,Reading Comprehension,4.0,0.0,4.0,4.0,5.0,0.0,5.0,5.0,57.1
25-1021.00,"Computer Science Teachers, Postsecondary",2.A.1.b,Active Listening,3.88,0.125,3.63,4.12,4.38,0.183,4.0164,4.7336,48.6
25-1021.00,"Computer Science Teachers, Postsecondary",2.A.1.c,Writing,4.0,0.0,4.0,4.0,4.88,0.125,4.63,5.12,55.8
25-1021.00,"Computer Science Teachers, Postsecondary",2.A.1.d,Speaking,4.0,0.0,4.0,4.0,4.88,0.125,4.63,5.12,55.8
25-1021.00,"Computer Science Teachers, Postsecondary",2.A.1.e,Mathematics,3.12,0.125,2.88,3.37,3.5,0.189,3.1296,3.8704,31.2
25-1021.00,"Computer Science Teachers, Postsecondary",2.A.1.f,Science,2.75,0.25,2.26,3.24,2.62,0.183,2.2664,2.9836,20.6
25-1021.00,"Computer Science Teachers, Postsecondary",2.A.2.a,Critical Thinking,3.88,0.125,3.63,4.12,4.5,0.189,4.1296,4.8704,49.9
25-1021.00,"Computer Science Teachers, Postsecondary",2.A.2.b,Active Learning,3.88,0.125,3.63,4.12,4.12,0.125,3.88,4.37,45.7
25-1021.00,"Computer Science Teachers, Postsecondary",2.A.2.c,Learning Strategies,3.88,0.125,3.63,4.12,4.38,0.183,4.0164,4.7336,48.6
25-1021.00,"Computer Science Teachers, Postsecondary",2.A.2.d,Monitoring,3.75,0.1637,3.4292,4.0708,4.0,0.0,4.0,4.0,42.9
25-1022.00,"Mathematical Science Teachers, Postsecondary",2.A.1.a,Reading Comprehension,4.0,0.0,4.0,4.0,4.88,0.125,4.63,5.12,55.8
25-1022.00,"Mathematical Science Teachers, Postsecondary",2.A.1.b,Active Listening,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,45.7
25-1022.00,"Mathematical Science Teachers, Postsecondary",2.A.1.c,Writing,3.88,0.125,3.63,4.12,4.75,0.1637,4.4292,5.0708,52.7
25-1022.00,"Mathematical Science Teachers, Postsecondary",2.A.1.d,Speaking,4.12,0.125,3.88,4.37,4.38,0.183,4.0164,4.7336,51.6
25-1022.00,"Mathematical Science Teachers, Postsecondary",2.A.1.e,Mathematics,4.25,0.1637,3.9292,4.5708,4.88,0.125,4.63,5.12,59.3
25-1022.00,"Mathematical Science Teachers, Postsecondary",2.A.1.f,Science,2.38,0.183,2.0164,2.7336,2.25,0.1637,1.9292,2.5708,15.3
25-1022.00,"Mathematical Science Teachers, Postsecondary",2.A.2.a,Critical Thinking,3.88,0.125,3.63,4.12,4.12,0.125,3.88,4.37,45.7
25-1022.00,"Mathematical Science Teachers, Postsecondary",2.A.2.b,Active Learning,3.75,0.1637,3.4292,4.0708,4.12,0.125,3.88,4.37,44.1
25-1022.00,"Mathematical Science Teachers, Postsecondary",2.A.2.c,Learning Strategies,3.88,0.125,3.63,4.12,4.25,0.1637,3.9292,4.5708,47.1
25-1022.00,"Mathematical Science Teachers, Postsecondary",2.A.2.d,Monitoring,3.88,0.2266,3.4309,4.3191,4.0,0.0,4.0,4.0,44.3
25-1031.00,"Architecture Teachers, Postsecondary",2.A.1.a,Reading Comprehension,4.12,0.125,3.88,4.37,5.0,0.0,5.0,5.0,58.9
25-1031.00,"Architecture Teachers, Postsecondary",2.A.1.b,Active Listening,4.0,0.0,4.0,4.0,4.38,0.183,4.0164,4.7336,50.1
25-1031.00,"Architecture Teachers, Postsecondary",2.A.1.c,Writing,4.0,0.0,4.0,4.0,5.0,0.0,5.0,5.0,57.1
25-1031.00,"Architecture Teachers, Postsecondary",2.A.1.d,Speaking,4.12,0.125,3.88,4.37,4.88,0.125,4.63,5.12,57.4
25-1031.00,"Architecture Teachers, Postsecondary",2.A.1.e,Mathematics,2.88,0.125,2.63,3.12,3.75,0.25,3.26,4.24,30.9
25-1031.00,"Architecture Teachers, Postsecondary",2.A.1.f,Science,2.38,0.183,2.0164,2.7336,2.62,0.2631,2.1094,3.1406,17.8
25-1031.00,"Architecture Teachers, Postsecondary",2.A.2.a,Critical Thinking,3.88,0.125,3.63,4.12,4.38,0.183,4.0164,4.7336,48.6
25-1031.00,"Architecture Teachers, Postsecondary",2.A.2.b,Active Learning,3.88,0.125,3.63,4.12,4.5,0.189,4.1296,4.8704,49.9
25-1031.00,"Architecture Teachers, Postsecondary",2.A.2.c,Learning Strategies,4.12,0.125,3.88,4.37,4.38,0.183,4.0164,4.7336,51.6
25-1031.00,"Architecture Teachers, Postsecondary",2.A.2.d,Monitoring,3.75,0.1637,3.4292,4.0708,4.12,0.125,3.88,4.37,44.1
25-1032.00,"Engineering Teachers, Postsecondary",2.A.1.a,Reading Comprehension,4.0,0.0,4.0,4.0,4.88,0.125,4.63,5.12,55.8
25-1032.00,"Engineering Teachers, Postsecondary",2.A.1.b,Active Listening,4.0,0.0,4.0,4.0,4.12,0.125,3.88,4.37,47.1
25-1032.00,"Engineering Teachers, Postsecondary",2.A.1.c,Writing,3.88,0.125,3.63,4.12,4.75,0.1637,4.4292,5.0708,52.7
25-1032.00,"Engineering Teachers, Postsecondary",2.A.1.d,Speaking,4.12,0.125,3.88,4.37,4.88,0.125,4.63,5.12,57.4
25-1032.00,"Engineering Teachers, Postsecondary",2.A.1.e,Mathematics,3.88,0.125,3.63,4.12,4.5,0.2673,3.9762,5.0238,49.9
25-1032.00,"Engineering Teachers, Postsecondary",2.A.1.f,Science,3.5,0.189,3.1296,3.8704,3.62,0.2631,3.1094,4.1406,36.2
25-1032.00,"Engineering Teachers, Postsecondary",2.A.2.a,Critical Thinking,3.88,0.125,3.63,4.12,4.12,0.125,3.88,4.37,45.7
25-1032.00,"Engineering Teachers, Postsecondary",2.A.2.b,Active Learning,3.62,0.2631,3.1094,4.1406,4.12,0.125,3.88,4.37,42.6
25-1032.00,"Engineering Teachers, Postsecondary",2.A.2.c,Learning Strategies,4.12,0.125,3.88,4.37,4.25,0.1637,3.9292,4.5708,50.0
25-1032.00,"Engineering Teachers, Postsecondary",2.A.2.d,Monitoring,3.38,0.183,3.0164,3.7336,4.12,0.125,3.88,4.37,39.8
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",2.A.1.a,Reading Comprehension,4.12,0.125,3.88,4.37,5.0,0.0,5.0,5.0,58.9
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",2.A.1.b,Active Listening,4.0,0.0,4.0,4.0,4.62,0.183,4.2664,4.9836,52.8
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",2.A.1.c,Writing,4.0,0.0,4.0,4.0,5.0,0.0,5.0,5.0,57.1
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",2.A.1.d,Speaking,4.12,0.125,3.88,4.37,5.0,0.0,5.0,5.0,58.9
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",2.A.1.e,Mathematics,3.0,0.0,3.0,3.0,3.25,0.1637,2.9292,3.5708,27.9
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",2.A.1.f,Science,3.5,0.189,3.1296,3.8704,3.62,0.183,3.2664,3.9836,36.2
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",2.A.2.a,Critical Thinking,4.0,0.0,4.0,4.0,4.12,0.125,3.88,4.37,47.1
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",2.A.2.b,Active Learning,4.0,0.0,4.0,4.0,4.5,0.189,4.1296,4.8704,51.4
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",2.A.2.c,Learning Strategies,4.12,0.125,3.88,4.37,4.62,0.2631,4.1094,5.1406,54.4
25-1041.00,"Agricultural Sciences Teachers, Postsecondary",2.A.2.d,Monitoring,3.88,0.125,3.63,4.12,4.25,0.1637,3.9292,4.5708,47.1
25-1042.00,"Biological Science Teachers, Postsecondary",2.A.1.a,Reading Comprehension,4.0,0.0,4.0,4.0,5.12,0.125,4.88,5.37,58.5
25-1042.00,"Biological Science Teachers, Postsecondary",2.A.1.b,Active Listening,4.0,0.0,4.0,4.0,4.38,0.183,4.0164,4.7336,50.1
25-1042.00,"Biological Science Teachers, Postsecondary",2.A.1.c,Writing,4.0,0.0,4.0,4.0,4.75,0.1637,4.4292,5.0708,54.3
25-1042.00,"Biological Science Teachers, Postsecondary",2.A.1.d,Speaking,4.25,0.1637,3.9292,4.5708,4.75,0.1637,4.4292,5.0708,57.7
25-1042.00,"Biological Science Teachers, Postsecondary",2.A.1.e,Mathematics,3.12,0.2266,2.6809,3.5691,3.25,0.1637,2.9292,3.5708,29.0
25-1042.00,"Biological Science Teachers, Postsecondary",2.A.1.f,Science,4.0,0.189,3.6296,4.3704,4.0,0.189,3.6296,4.3704,45.7
25-1042.00,"Biological Science Teachers, Postsecondary",2.A.2.a,Critical Thinking,3.88,0.125,3.63,4.12,4.12,0.125,3.88,4.37,45.7
25-1042.00,"Biological Science Teachers, Postsecondary",2.A.2.b,Active Learning,4.0,0.189,3.6296,4.3704,4.5,0.2673,3.9762,5.0238,51.4
25-1042.00,"Biological Science Teachers, Postsecondary",2.A.2.c,Learning Strategies,4.12,0.125,3.88,4.37,4.38,0.2631,3.8594,4.8906,51.6
25-1042.00,"Biological Science Teachers, Postsecondary",2.A.2.d,Monitoring,3.88,0.125,3.63,4.12,3.88,0.125,3.63,4.12,43.0
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",2.A.1.a,Reading Comprehension,4.12,0.125,3.88,4.37,5.0,0.0,5.0,5.0,58.9
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",2.A.1.b,Active Listening,4.0,0.0,4.0,4.0,4.75,0.1637,4.4292,5.0708,54.3
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",2.A.1.c,Writing,4.12,0.125,3.88,4.37,4.88,0.125,4.63,5.12,57.4
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",2.A.1.d,Speaking,4.0,0.0,4.0,4.0,4.75,0.1637,4.4292,5.0708,54.3
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",2.A.1.e,Mathematics,3.0,0.0,3.0,3.0,3.12,0.125,2.88,3.37,26.7
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",2.A.1.f,Science,3.25,0.1637,2.9292,3.5708,3.38,0.183,3.0164,3.7336,31.4
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",2.A.2.a,Critical Thinking,3.88,0.125,3.63,4.12,4.25,0.1637,3.9292,4.5708,47.1
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",2.A.2.b,Active Learning,4.0,0.0,4.0,4.0,4.25,0.1637,3.9292,4.5708,48.6
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",2.A.2.c,Learning Strategies,4.12,0.125,3.88,4.37,4.12,0.125,3.88,4.37,48.5
25-1043.00,"Forestry and Conservation Science Teachers, Postsecondary",2.A.2.d,Monitoring,3.88,0.125,3.63,4.12,3.88,0.125,3.63,4.12,43.0
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",2.A.1.a,Reading Comprehension,4.0,0.0,4.0,4.0,5.12,0.125,4.88,5.37,58.5
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",2.A.1.b,Active Listening,4.0,0.0,4.0,4.0,4.62,0.183,4.2664,4.9836,52.8
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",2.A.1.c,Writing,4.0,0.0,4.0,4.0,4.75,0.1637,4.4292,5.0708,54.3
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",2.A.1.d,Speaking,4.75,0.1637,4.4292,5.0,4.75,0.1637,4.4292,5.0708,64.5
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",2.A.1.e,Mathematics,3.38,0.183,3.0164,3.7336,4.0,0.189,3.6296,4.3704,38.6
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",2.A.1.f,Science,4.0,0.0,4.0,4.0,4.12,0.125,3.88,4.37,47.1
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",2.A.2.a,Critical Thinking,4.0,0.0,4.0,4.0,4.25,0.1637,3.9292,4.5708,48.6
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",2.A.2.b,Active Learning,3.88,0.125,3.63,4.12,4.25,0.1637,3.9292,4.5708,47.1
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",2.A.2.c,Learning Strategies,3.88,0.125,3.63,4.12,4.25,0.1637,3.9292,4.5708,47.1
25-1051.00,"Atmospheric, Earth, Marine, and Space Sciences Teachers, Postsecondary",2.A.2.d,Monitoring,3.62,0.183,3.2664,3.9836,4.12,0.125,3.88,4.37,42.6
25-1052.00,"Chemistry Teachers, Postsecondary",2.A.1.a,Reading Comprehension,4.12,0.125,3.88,4.37,5.0,0.0,5.0,5.0,58.9
25-1052.00,"Chemistry Teachers, Postsecondary",2.A.1.b,Active Listening,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,45.7
25-1052.00,"Chemistry Teachers, Postsecondary",2.A.1.c,Writing,4.12,0.125,3.88,4.37,4.88,0.125,4.63,5.12,57.4
25-1052.00,"Chemistry Teachers, Postsecondary",2.A.1.d,Speaking,4.12,0.125,3.88,4.37,5.0,0.0,5.0,5.0,58.9
25-1052.00,"Chemistry Teachers, Postsecondary",2.A.1.e,Mathematics,3.25,0.1637,2.9292,3.5708,3.75,0.1637,3.4292,4.0708,34.8
25-1052.00,"Chemistry Teachers, Postsecondary",2.A.1.f,Science,4.0,0.0,4.0,4.0,4.25,0.1637,3.9292,4.5708,48.6
25-1052.00,"Chemistry Teachers, Postsecondary",2.A.2.a,Critical Thinking,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,45.7
25-1052.00,"Chemistry Teachers, Postsecondary",2.A.2.b,Active Learning,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,45.7
25-1052.00,"Chemistry Teachers, Postsecondary",2.A.2.c,Learning Strategies,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,45.7
25-1052.00,"Chemistry Teachers, Postsecondary",2.A.2.d,Monitoring,4.0,0.0,4.0,4.0,4.0,0.0,4.0,4.0,45.7
